#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2021-09-02 10:55:57 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 06752280 CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	06752280	268	2000-08-07 15:10:00	MDT	Yes	DGS/WBH	USGS	2.90	3.88	Fair	0.00	0.50	Clear	NONE
USGS	06752280	269	2000-09-18 13:20:00	MDT	Yes	DGS/SVM	USGS	2.91	2.93	Fair			Clear	NONE
USGS	06752280	270	2000-10-11 12:32:00	MDT	Yes	DGS/SVM	USGS	2.87	2.12	Poor	0.01	1.00	Clear	NONE
USGS	06752280	271	2000-11-14 09:05:00	MST	Yes	DGS/SVM	USGS	3.01	6.25	Fair			Clear	NONE
USGS	06752280	272	2000-12-04 12:55:00	MST	Yes	SVM/DGS	USGS	3.00	5.38	Poor	0.00	0.50	Clear	NONE
USGS	06752280	273	2001-01-03 09:40:00	MST	Yes	SVM/JDM	USGS	2.95	7.28	Poor	-0.02	0.70	IceCover	NONE
USGS	06752280	274	2001-02-07 10:57:00	MST	Yes	JBB/SVM	USGS	2.95	4.70	Fair	0.00	0.50	Clear	NONE
USGS	06752280	275	2001-03-05 09:50:00	MST	Yes	SVM/JBB	USGS	2.96	4.85	Poor	0.00	0.30	Clear	NONE
USGS	06752280	276	2001-04-11 14:56:00	MDT	Yes	SVM/JBB	USGS	3.20	10.7	Fair	0.00	0.50	Clear	NONE
USGS	06752280	277	2001-05-09 11:20:00	MDT	Yes	SVM/JDM	USGS	4.14	148	Fair	0.00	0.70	DebrisLight	NONE
USGS	06752280	278	2001-06-20 08:21:00	MDT	Yes	JBB/SVM	USGS	3.13	10.9	Fair	-0.02	1.00	Clear	NONE
USGS	06752280	279	2001-07-23 14:50:00	MDT	Yes	JBB/SVM	USGS	2.95	4.54	Poor	0.00	0.60	Clear	NONE
USGS	06752280	280	2001-08-24 07:30:00	MDT	Yes	SVM/JBB	USGS	2.93	4.33	Fair	0.00	0.60	Clear	NONE
USGS	06752280	281	2001-09-17 10:23:00	MDT	Yes	SVM/JBB	USGS	2.95	3.97	Fair	0.00	0.60	Clear	NONE
USGS	06752280	282	2001-10-11 07:35:00	MDT	Yes	SVM/JBB	USGS	2.96	3.52	Fair	0.00	2.00	Clear	NONE
USGS	06752280	283	2001-11-20 10:26:00	MST	Yes	SVM/JBB	USGS	2.95	2.70	Fair	0.00	0.50	Clear	NONE
USGS	06752280	284	2001-12-10 09:18:00	MST	Yes	SVM/JBB	USGS	2.92	2.43	Fair	0.00	0.60	Clear	NONE
USGS	06752280	285	2002-01-29 13:40:00	MST	Yes	SVM/JDM	USGS	2.88	2.77	Fair	0.00	0.50		NONE
USGS	06752280	286	2002-02-12 09:55:00	MST	Yes	SVM/JDM	USGS	2.90	2.92	Fair	0.00	0.50	IceShore	NONE
USGS	06752280	287	2002-03-13 10:01:00	MST	Yes	SVM/JBB	USGS	2.89	2.51	Poor	0.00	0.50	DebrisModerate	NONE
USGS	06752280	288	2002-04-23 11:35:00	MDT	Yes	JBB/SVM	USGS	2.88	2.04	Fair	0.00	1.00	Clear	NONE
USGS	06752280	289	2002-05-30 15:25:00	MDT	Yes	SVM/DES	USGS	4.82	278	Fair	0.03	0.40	Clear	NONE
USGS	06752280	290	2002-06-20 14:30:00	MDT	Yes	SVM/DES	USGS	3.62	56.1	Fair	0.02	0.30	Clear	NONE
USGS	06752280	291	2002-07-03 12:56:00	MDT	Yes	JBB	USGS	2.81	3.04	Poor	0.00	0.50	Clear	NONE
USGS	06752280	292	2002-07-31 13:20:00	MDT	Yes	SVM/TH	USGS	2.81	2.40	Fair	0.00	0.80	Clear	NONE
USGS	06752280	293	2002-08-23 13:56:00	MDT	Yes	SVM/CHT	USGS	3.04	7.40	Poor	-0.02	0.50	Clear	NONE
USGS	06752280	294	2002-09-12 12:08:00	MDT	Yes	SVM/RJB	USGS	2.90	3.82	Poor	0.00	0.60	DebrisLight	NONE
USGS	06752280	295	2002-10-17 14:17:00	MDT	Yes	KGP/SVM	USGS	2.88	1.97	Poor	0.00	0.70	DebrisLight	NONE
USGS	06752280	296	2002-11-15 15:50:00	MST	Yes	BRG/SVM	USGS	2.90	1.86	Poor	0.00	0.50	DebrisLight	NONE
USGS	06752280	297	2002-12-17 13:15:00	MST	Yes	CHT/SVM	USGS	2.87	2.43	Fair	0.00	0.50	Clear	NONE
USGS	06752280	298	2003-01-29 08:26:00	MST	Yes	SVM/CHT	USGS	2.88	2.56	Fair	0.00	1.00	Clear	NONE
USGS	06752280	299	2003-04-03 09:20:00	MST	Yes	SVM/JDM	USGS	2.95	4.51	Fair	0.00	0.70	DebrisLight	NONE
USGS	06752280	300	2003-04-29 12:45:00	MDT	Yes	SVM/JDM	USGS	2.93	4.88	Poor	0.00	0.70	DebrisLight	NONE
USGS	06752280	301	2003-05-20 09:14:00	MDT	Yes	SVM/TJH	USGS	3.02	6.92	Fair	0.00	0.50	Clear	NONE
USGS	06752280	302	2003-07-02 14:05:00	MDT	Yes	GJS/JF	USGS	4.35	293	Fair	0.08	0.60	Clear	NONE
USGS	06752280	303	2003-07-15 09:25:00	MDT	Yes	GBO/BRG	USGS	2.84	18.0	Fair	-0.02	0.50	Clear	NONE
USGS	06752280	304	2003-07-31 10:30:00	MDT	Yes	CHT/JDM	USGS	2.33	7.10	Fair	0.00	0.50	DebrisLight	NONE
USGS	06752280	305	2003-08-05 09:06:00	MDT	Yes	BRG/DGS	USGS	2.87	33.0	Fair	-0.04	0.50	Clear	NONE
USGS	06752280	306	2003-09-17 08:42:00	MDT	Yes	BRG/RJB	USGS	2.52	11.6	Fair	0.00	1.00		NONE
USGS	06752280	307	2003-10-01 14:00:00	MDT	Yes	BRG	USGS	2.21	1.76	Fair	0.00	1.00	VegetationLight	NONE
USGS	06752280	308	2003-10-21 11:30:00	MDT	Yes	GBO	USGS	2.20	1.23	Poor	0.00	1.00	DebrisLight	NONE
USGS	06752280	309	2003-11-05 09:00:00	MST	Yes	DES	USGS	2.36	1.44	Fair	0.00	0.30	Clear	NONE
USGS	06752280	310	2003-12-02 09:20:00	MST	Yes	RJB	USGS	2.40	1.55	Fair	0.00	0.50	DebrisModerate	NONE
USGS	06752280	311	2004-01-15 08:45:00	MST	Yes	KJZ	USGS	2.40	1.37	Poor	0.01	1.00	IceCover	NONE
USGS	06752280	312	2004-02-18 08:30:00	MST	Yes	DES/BRG	USGS		1.44	Fair			IceCover	NONE
USGS	06752280	313	2004-03-08 08:32:00	MST	Yes	RJB	USGS	2.37	1.67	Fair	0.00	0.50	DebrisModerate	NONE
USGS	06752280	314	2004-04-21 08:28:00	MDT	Yes	DES	USGS	2.36	1.57	Fair	0.00	0.50	Clear	NONE
USGS	06752280	315	2004-05-11 08:22:00	MDT	Yes	GJS	USGS	4.70	383	Fair	-0.01	0.60	Clear	NONE
USGS	06752280	316	2004-06-16 10:15:00	MDT	Yes	RMC/BRG	USGS	4.63	352	Poor	0.04	1.00	Unspecifed	NONE
USGS	06752280	317	2004-07-20 09:40:00	MDT	Yes	RMC	USGS	3.38	85.3	Fair	0.01	0.50	Clear	NONE
USGS	06752280	318	2004-08-04 13:05:00	MDT	Yes	GBO/BRG	USGS	2.48	5.85	Fair	0.00	0.50		NONE
USGS	06752280	319	2004-09-08 12:45:00	MDT	Yes	GBO/BRG	USGS	2.76	25.0	Fair	-0.01	0.50	VegetationLight	NONE
USGS	06752280	320	2004-10-22 09:15:00	MDT	Yes	RMN	USGS	3.57	110	Fair	0.01	0.50	Clear	NONE
USGS	06752280	321	2004-11-09 09:15:00	MST	Yes	BRG	USGS	2.55	7.14	Poor	0.00	0.40	VegetationLight	NONE
USGS	06752280	322	2004-12-15 09:00:00	MST	Yes	GJS/BRG	USGS	2.40	2.79	Fair	0.00	0.50	Clear	NONE
USGS	06752280	323	2005-01-25 09:30:00	MST	Yes	CSV/BRG	USGS	2.63	13.4	Poor	0.00	0.80	Clear	NONE
USGS	06752280	324	2005-02-15 08:20:00	MST	Yes	ACF/BRG	USGS	2.64	13.6	Fair	-0.01	1.00	Clear	NONE
USGS	06752280	325	2005-03-15 08:30:00	MST	Yes	ACF/BRG	USGS	2.51	6.51	Fair	-0.01	0.80	Clear	NONE
USGS	06752280	326	2005-04-19 08:00:00	MDT	Yes	ACF/BRG	USGS	2.56	8.77	Fair	-0.02	1.30		NONE
USGS	06752280	327	2005-05-24 09:00:00	MDT	Yes	ACF/BRG	USGS	4.98	432	Poor	-0.13	2.80	Unspecifed	NONE
USGS	06752280	328	2005-06-07 08:45:00	MDT	Yes	ACF/BRG	USGS	6.46	994	Poor	0.03	2.00	Unspecifed	NONE
USGS	06752280	329	2005-07-26 08:38:00	MDT	Yes	ACF/BRG	USGS	2.73	38.8	Fair	0.02	1.00	Clear	NONE
USGS	06752280	330	2005-08-08 08:20:00	MDT	Yes	B T/BRG	USGS	2.19	7.02	Poor	0.00	2.00		NONE
USGS	06752280	331	2005-09-20 09:10:00	MDT	Yes	DES/BRG	USGS	2.49	21.7	Poor	0.06	1.00	Clear	NONE
USGS	06752280	332	2005-10-26 08:50:00	MDT	Yes	ACF	USGS	2.10	3.23	Fair	0.00	0.50		NONE
USGS	06752280	333	2005-11-14 11:05:00	MST	Yes	GBO	USGS	2.11	2.67	Fair	0.00	0.50	Clear	NONE
USGS	06752280	334	2005-12-14 09:40:00	MST	Yes	GBO/BRG	USGS	2.08	2.26	Fair	0.00	0.50	Clear	NONE
USGS	06752280	335	2006-01-18 09:52:00	MST	Yes	C F/ACF	USGS	2.03	2.31	Poor	0.00	2.00	Clear	NONE
USGS	06752280	336	2006-02-13 09:50:00	MST	Yes	GBO/ACF	USGS	2.05	2.75	Fair	0.00	1.00		NONE
USGS	06752280	337	2006-03-15 14:07:00	MST	Yes	GBO/ACF	USGS	2.06	3.21	Fair	0.01	0.50	Clear	NONE
USGS	06752280	338	2006-04-17 10:17:00	MDT	Yes	ACF/CEF	USGS	2.16	4.77	Fair	0.00	2.00		NONE
USGS	06752280	339	2006-05-18 09:57:00	MDT	Yes	KCD/ACF	USGS	4.34	285	Fair	0.22	1.00	Clear	NONE
USGS	06752280	340	2006-06-15 13:38:00	MDT	Yes	JLE/GBO	USGS	2.57	27.6	Fair	0.10	0.80	Clear	NONE
USGS	06752280	341	2006-07-13 10:20:00	MDT	Yes	ACF	USGS	3.54	136	Fair	0.05	0.60	Clear	NONE
USGS	06752280	342	2006-08-14 10:27:00	MDT	Yes	GBO/ACF	USGS	2.03	2.56	Fair	-0.01	0.50	Clear	NONE
USGS	06752280	343	2006-09-08 09:44:00	MDT	Yes	ACF/JLE	USGS	2.09	3.67	Poor	0.00	0.70	Clear	NONE
USGS	06752280	344	2006-10-13 09:12:00	MDT	Yes	ACF/JLE	USGS	2.59	29.9	Fair	0.00	1.00	Clear	NONE
USGS	06752280	345	2006-11-08 08:58:00	MST	Yes	ACF/SLH	USGS	2.00	2.10	Fair	0.00	1.50	DebrisLight	NONE
USGS	06752280	346	2006-12-15 13:02:00	MST	Yes	ACF/MSM	USGS	1.99	1.60	Poor	0.00	1.50	Clear	NONE
USGS	06752280	347	2007-01-08 10:28:00	MST	Yes	JLE/ACF	USGS		1.83	Poor	0.00	1.00	IceCover	NONE
USGS	06752280	348	2007-02-14 09:59:00	MST	Yes	MMD/ACF	USGS	2.02	2.71	Fair			Clear	NONE
USGS	06752280	349	2007-03-14 11:45:00	MDT	Yes	MMD/ACF	USGS	2.03	3.01	Poor	-0.01	2.00	Clear	NONE
USGS	06752280	350	2007-04-18 09:42:00	MDT	Yes	APB/ACF	USGS	3.04	76.4	Fair	0.07	2.30	Clear	NONE
USGS	06752280	351	2007-05-18 09:18:00	MDT	Yes	GJS/ACF	USGS	3.89	222	Fair	0.06	1.30	Clear	NONE
USGS	06752280	352	2007-06-22 10:07:00	MDT	Yes	APB/ACF	USGS	3.35	119	Fair	0.10	2.00	Clear	NONE
USGS	06752280	353	2007-07-19 12:43:00	MDT	Yes	MMD/ACF	USGS	3.38	113	Fair	-0.01	0.50	Clear	NONE
USGS	06752280	354	2007-08-09 10:00:00	MDT	Yes	JLE/ACF	USGS	3.12	80.3	Fair	-0.01	0.80	Clear	NONE
USGS	06752280	355	2007-09-19 10:29:00	MDT	Yes	TJC/ACF	USGS	2.20	7.43	Fair	-0.01	0.50	Clear	NONE
USGS	06752280	356	2007-10-11 10:00:00	MDT	Yes	TJC/ACF	USGS	2.06	2.34	Fair	0.00	0.50	Clear	NONE
USGS	06752280	357	2007-11-14 12:18:00	MST	Yes	TJC/ACF	USGS	2.02	2.59	Poor	-0.01	0.80	Clear	NONE
USGS	06752280	358	2007-12-18 09:44:00	MST	Yes	MSM/ACF	USGS	1.99	2.52	Fair	0.00	1.50	Clear	NONE
USGS	06752280	359	2008-01-11 12:20:00	MST	Yes	APB/ACF	USGS	1.98	1.90	Fair	0.00	0.50	Clear	NONE
USGS	06752280	360	2008-02-08 10:56:00	MST	Yes	NHC/ACF	USGS	1.97	1.76	Fair	0.00	0.50	Clear	NONE
USGS	06752280	361	2008-03-07 10:01:00	MST	Yes	NHC/ACF	USGS	2.00	2.30	Fair	0.00	0.60	DebrisLight	NONE
USGS	06752280	362	2008-04-06 10:33:00	MDT	Yes	NHC/HLP	USGS	2.03	2.21	Poor	0.00	0.80	Clear	NONE
USGS	06752280	363	2008-05-14 09:07:00	MDT	Yes	NHC/BSG	USGS	2.88	53.7	Good	0.00	0.90	Clear	NONE
USGS	06752280	364	2008-06-10 11:38:00	MDT	Yes	NHC/GJS	USGS	4.30	310	Fair	0.01	0.30	Clear	NONE
USGS	06752280	365	2008-07-07 11:46:00	MDT	Yes	NHC/MSM	USGS	3.71	168	Fair	-0.05	0.80	Clear	NONE
USGS	06752280	366	2008-08-13 09:50:00	MDT	Yes	BSG/NHC	USGS	2.13	7.52	Fair	0.00	0.60	Clear	NONE
USGS	06752280	367	2008-09-12 10:30:00	MDT	Yes	GJS	USGS	2.73	50.7	Fair	-0.20	0.60	Clear	NONE
USGS	06752280	368	2008-10-21 12:39:06	MDT	Yes	NHC/KJB	USGS	1.97	2.42	Fair	0.00	0.50	Clear	NONE
USGS	06752280	369	2008-12-10 09:20:00	MST	Yes	NHC/BSG	USGS	2.01	2.29	Fair	0.00	0.50	Clear	NONE
USGS	06752280	370	2009-01-08 12:18:00	MST	Yes	NHC	USGS	1.92	2.07	Fair	0.00	0.30	Clear	NONE
USGS	06752280	371	2009-02-04 14:05:56	MST	Yes	NHC	USGS	2.01	2.08	Fair	0.00		Clear	NONE
USGS	06752280	372	2009-03-11 11:11:00	MDT	Yes	NHC/BSG	USGS	2.02	2.32	Fair	0.00	0.50	Clear	NONE
USGS	06752280	373	2009-04-15 14:22:00	MDT	Yes	NHC/JB	USGS	2.16	6.40	Fair	0.00		Clear	NONE
USGS	06752280	374	2009-05-07 10:23:00	MDT	Yes	SLH	USGS	2.17	8.41	Fair	-0.01	0.50	Clear	NONE
USGS	06752280	375	2009-05-12 11:29:00	MDT	Yes	NHC/JB	USGS	2.79	57.8	Good	-0.02	0.20	Clear	NONE
USGS	06752280	376	2009-05-12 12:17:00	MDT	Yes	NHC/JB	USGS	2.76	54.2	Good	-0.03	0.50	Clear	NONE
USGS	06752280	377	2009-06-12 10:37:30	MDT	Yes	NHC/JB	USGS	4.98	525	Good	0.01		DebrisLight	NONE
USGS	06752280	378	2009-06-18 13:02:30	MDT	Yes	NHC	USGS	5.71	773	Good	0.01		DebrisLight	NONE
USGS	06752280	379	2009-07-15 13:19:30	MDT	Yes	NHC/BSG	USGS	2.13	6.83	Good	0.00	0.60	Clear	NONE
USGS	06752280	380	2009-08-12 13:36:00	MDT	Yes	NHC/BSG	USGS	2.20	11.3	Fair	0.00	0.50	Clear	NONE
USGS	06752280	381	2009-10-06 07:47:00	MDT	Yes	NHC	USGS	2.01	3.86	Good	0.00	0.60	Clear	NONE
USGS	06752280	382	2009-11-12 16:11:00	MST	Yes	BSG/SLH	USGS	2.50	29.2	Poor		0.70	VegetationLight	NONE
USGS	06752280	383	2009-12-11 14:10:00	MST	Yes	BSG/MSM	USGS		7.75	Poor		0.40	IceCover	NONE
USGS	06752280	384	2010-01-13 14:27:00	MST	Yes	BSG/MSM	USGS		14.1	Poor		0.30	IceCover	NONE
USGS	06752280	385	2010-02-03 14:32:00	MST	Yes	KCD/BSG	USGS	2.10	6.78	Fair	0.00	0.40	IceShore	NONE
USGS	06752280	386	2010-03-10 16:08:00	MST	Yes	MJN/BSG	USGS	2.10	6.56	Good	0.00	0.50	Clear	NONE
USGS	06752280	387	2010-04-06 15:29:00	MDT	Yes	KCD/BSG	USGS	2.50	37.2	Good		0.40	Clear	NONE
USGS	06752280	388	2010-05-21 13:00:00	MDT	Yes	KCD/SLH	USGS	5.95	908	Fair		0.30	Clear	NONE
USGS	06752280	389	2010-05-25 12:43:00	MDT	Yes	JRB	USGS	6.18	1010	Good	-0.09	0.30	Clear	NONE
USGS	06752280	390	2010-06-13 16:51:00	MDT	Yes	KCD/GJS	USGS	9.25	3430	Poor		0.30	DebrisLight	NONE
USGS	06752280	391	2010-07-15 16:27:00	MDT	Yes	BSG/EIN	USGS	2.86	89.1	Poor	0.30	1.50	Clear	NONE
USGS	06752280	392	2010-08-05 15:18:00	MDT	Yes	SLH/BSG	USGS	3.20	126	Poor	-0.04	1.10	Clear	NONE
USGS	06752280	393	2010-08-31 11:15:00	MDT	Yes	BSG	USGS	1.66	5.02	Fair	0.00	0.60	Clear	NONE
USGS	06752280	394	2010-09-13 12:40:00	MDT	Yes	BSG/KCD	USGS	1.92	16.5	Fair		0.50	Clear	NONE
USGS	06752280	395	2010-10-19 09:15:00	MDT	Yes	NMS/BSG	USGS	2.34	50.0	Fair	0.00		VegetationLight	NONE
USGS	06752280	396	2010-11-16 15:35:00	MST	Yes	KJB/KCD	USGS	1.71	3.18	Poor	0.00	0.50	Clear	NONE
USGS	06752280	397	2010-12-14 12:32:00	MST	Yes	KJB/KCD	USGS	2.04	24.0	Fair	0.00	0.60	Clear	NONE
USGS	06752280	398	2011-01-11 11:08:00	MST	Yes	KCD/KJB	USGS		1.63	Poor		0.30	IceCover	NONE
USGS	06752280	399	2011-02-14 10:17:00	MST	Yes	KJB/KCD	USGS	1.65	2.31	Fair	0.00	1.00	Clear	NONE
USGS	06752280	400	2011-03-17 11:11:00	MDT	Yes	KCD/KS	USGS	2.05	23.5	Fair	0.00	0.90	Clear	NONE
USGS	06752280	401	2011-04-12 09:25:00	MDT	Yes	KCD/KJB	USGS	1.85	10.0	Fair	0.00	0.50	Clear	NONE
USGS	06752280	402	2011-05-12 09:51:00	MDT	Yes	KJB/KCD	USGS	3.60	188	Fair	-0.05	1.00	Clear	NONE
USGS	06752280	403	2011-06-13 16:17:00	MDT	Yes	KJB/KMS	USGS	6.34	1830	Poor	-0.20	2.90	Unspecifed	STOR
USGS	06752280	404	2011-06-14 11:06:00	MDT	Yes	JRB/CHT	USGS	6.33	1900	Good	-0.05	0.30	Clear	NONE
USGS	06752280	405	2011-07-14 12:14:00	MDT	Yes	KJB/KMS	USGS	6.52	2140	Poor	0.00	2.90	Unspecifed	NONE
USGS	06752280	406	2011-07-27 10:41:00	MDT	Yes	KJB/KMS	USGS	2.03	27.3	Fair	0.06	0.70	FillControlChanged	NONE
USGS	06752280	407	2011-08-10 13:41:00	MDT	Yes	KJB/KMS	USGS	1.64	8.58	Fair	0.00	0.70	Clear	NONE
USGS	06752280	408	2011-08-18 13:20:00	MDT	No									
USGS	06752280	409	2011-09-15 15:10:00	MDT	Yes	KJB/KMS	USGS	2.66	105	Fair	-0.01	0.70	Clear	NONE
USGS	06752280	410	2011-09-27 16:10:00	MDT	Yes	KJB/KMS	USGS	1.28	1.65	Poor	0.00	0.80	Clear	NONE
USGS	06752280	411	2011-10-14 12:59:00	MDT	Yes	KJB/KMS	USGS	1.72	11.2	Good	0.00	0.60	Clear	NONE
USGS	06752280	412	2011-11-17 14:11:00	MST	Yes	KJB/KMS	USGS	1.38	2.56	Fair	0.00	0.70	Clear	NONE
USGS	06752280	413	2011-12-14 09:55:00	MST	Yes	NMS/KMS	USGS	1.36	2.48	Poor		0.50	IceAnchor	NONE
USGS	06752280	414	2012-01-12 09:52:00	MST	Yes	NMS/DLB	USGS	1.97	19.0	Fair	0.03	0.60	IceCover	NONE
USGS	06752280	415	2012-02-15 09:13:00	MST	Yes	DLB/NMS	USGS	1.94	21.5	Good	-0.01	0.50	Clear	NONE
USGS	06752280	416	2012-03-14 09:33:00	MDT	Yes	NMS/DLB	USGS	1.39	3.19	Fair	-0.01	0.70	Clear	NONE
USGS	06752280	417	2012-04-11 09:10:00	MDT	Yes	DLB/NMS	USGS	2.34	61.9	Fair	0.00	0.60	Clear	NONE
USGS	06752280	418	2012-05-16 09:07:00	MDT	Yes	DLB/NMS	USGS	3.01	177	Fair	0.01	0.80	Clear	NONE
USGS	06752280	419	2012-06-13 10:17:00	MDT	Yes	NMS/EIN	USGS	2.92	161	Fair		0.70	DebrisLight	NONE
USGS	06752280	420	2012-07-11 09:13:00	MDT	Yes	BRG/NMS	USGS	1.89	19.7	Fair	0.01	0.60	Clear	NONE
USGS	06752280	421	2012-08-15 09:41:00	MDT	Yes	BRG/NMS	USGS	2.80	133	Fair	0.01	0.80	Clear	NONE
USGS	06752280	422	2012-09-12 09:28:00	MDT	Yes	JBB/NMD	USGS	2.24	51.8	Fair	0.07	0.60	Unspecifed	NONE
USGS	06752280	423	2012-10-11 09:52:00	MDT	Yes	JBB/NMD	USGS	2.03	28.4	Fair	0.01	0.60	VegetationLight	NONE
USGS	06752280	424	2012-11-15 09:13:00	MST	Yes	JBB/NMD	USGS	1.32	2.19	Poor	0.00	0.40	Clear	NONE
USGS	06752280	425	2012-12-11 10:06:00	MST	Yes	NMD/JBB	USGS	1.32	1.86	Poor	0.00	0.50	IceCover	NONE
USGS	06752280	426	2013-01-09 08:53:00	MST	Yes	NMD/JBB	USGS	1.32	1.41	Fair		0.50	IceShore	NONE
USGS	06752280	427	2013-02-13 09:56:00	MST	Yes	NMD/EIN	USGS	1.30	2.01	Poor		0.50	IceCover	NONE
USGS	06752280	428	2013-03-13 10:05:00	MDT	Yes	EIN/NMD	USGS	1.34	2.12	Fair		0.50	VegetationLight	NONE
USGS	06752280	429	2013-04-11 12:43:00	MDT	Yes	KMS/BSG	USGS	1.32	1.54	Poor	0.00	0.50	VegetationHeavy	NONE
USGS	06752280	430	2013-05-16 14:36:00	MDT	Yes	KMS/BSG	USGS	3.49	287	Good	0.12	0.60	Clear	NONE
USGS	06752280	431	2013-06-05 16:00:00	MDT	Yes	KMS/DLB	USGS	4.31	610	Good	-0.02	0.30	Clear	NONE
USGS	06752280	432	2013-06-13 09:52:00	MDT	Yes	EIN/SLH	USGS	3.80	397	Good	0.08	1.30	Clear	NONE
USGS	06752280	433	2013-07-10 12:31:00	MDT	Yes	MJB/KMS	USGS	2.17	30.7	Poor		0.40	Clear	NONE
USGS	06752280	434	2013-07-24 11:28:00	MDT	Yes	KMS	USGS	1.92	20.0	Fair	0.09	1.00	Clear	NONE
USGS	06752280	435	2013-07-26 12:09:00	MDT	Yes	MJB	USGS	2.57	84.4	Good		0.70	Clear	NONE
USGS	06752280	436	2013-08-14 09:10:00	MDT	Yes	KMS/BSG	USGS	2.06	30.3	Fair	0.02	0.90	Clear	NONE
USGS	06752280	437	2013-09-11 09:16:00	MDT	Yes	KMS/BSG	USGS	3.00	179	Fair	0.01	0.90	Unspecifed	NONE
USGS	06752280	438	2013-09-12 13:34:00	MDT	Yes	MK/LB	USGS	5.77	1270	Fair	-0.07	2.00	Clear	NONE
USGS	06752280	439	2013-09-13 14:46:00	MDT	Yes	JRB	USGS	10.77	6700	Fair	-0.10	1.40	DebrisLight	NONE
USGS	06752280	440	2013-09-16 17:55:00	MDT	Yes	RJB/MJN	USGS	7.76	2770	Good	-0.16	1.70	Clear	NONE
USGS	06752280	441	2013-09-20 17:08:00	MDT	Yes	JRB/BSG	USGS	5.41	1050	Fair	0.10	1.00	Clear	NONE
USGS	06752280	442	2013-09-25 11:56:00	MDT	Yes	MJN	USGS	3.82	439	Poor		0.30	Clear	NONE
USGS	06752280	443	2013-10-02 14:27:00	MDT	Yes	JRB	USGS		64.4	Good	0.00	0.50	Clear	NONE
USGS	06752280	444	2013-10-02 15:42:00	MDT	Yes	JRB	USGS	1.75	66.7	Fair	0.00	0.60	Clear	NONE
USGS	06752280	445	2013-10-23 09:54:00	MDT	Yes	EIN/BSG	USGS	1.22	28.6	Good	0.14	0.80	Clear	NONE
USGS	06752280	446	2013-11-13 10:55:00	MST	Yes	BSG/SLH	USGS	1.64	55.3	Fair		0.90	Clear	NONE
USGS	06752280	447	2013-11-27 10:18:00	MST	Yes	EIN	USGS	3.14	261	Good	0.00	1.00	Clear	NONE
USGS	06752280	448	2013-12-10 13:32:00	MST	Yes	EIN/BSG	USGS	2.92	112	Poor	0.02	0.90	IceCover	NONE
USGS	06752280	449	2014-01-13 09:44:00	MST	Yes	EIN/BSG	USGS	2.22	96.1	Poor	0.02	0.90	IceShore	NONE
USGS	06752280	450	2014-02-12 12:52:00	MST	Yes	EIN/BSG	USGS	2.15	89.8	Fair		0.80	IceShore	NONE
USGS	06752280	451	2014-03-12 09:51:00	MDT	Yes	EIN/BSG	USGS	2.58	165	Good	0.00	0.70	Clear	NONE
USGS	06752280	452	2014-04-09 09:36:00	MDT	Yes	EIN/BSG	USGS	2.48	143	Good		0.80	ScourControlChanged	NONE
USGS	06752280	453	2014-05-14 16:26:00	MDT	Yes	EIN/CMB	USGS	4.07	495	Fair		1.90	Clear	NONE
USGS	06752280	454	2014-05-28 14:12:00	MDT	Yes	KCD/JRB	USGS	8.73	3370	Fair		0.30	Clear	NONE
USGS	06752280	455	2014-06-04 10:51:00	MDT	Yes	BSG/JBB	USGS	9.51	4310	Fair	-0.04	0.60	Unspecifed	NONE
USGS	06752280	456	2014-06-11 11:07:00	MDT	Yes	EIN/BSG	USGS	6.30	1630	Good	0.02	2.00	Clear	NONE
USGS	06752280	457	2014-07-10 09:36:00	MDT	Yes	EIN/BSG	USGS	2.80	174	Fair		0.80	Clear	NONE
USGS	06752280	458	2014-08-14 09:57:00	MDT	Yes	CMB	USGS	2.44	130	Fair	0.03	1.00	Clear	NONE
USGS	06752280	459	2014-09-11 15:07:00	MDT	Yes	CMB/EIN	USGS	2.55	151	Fair	-0.01	1.00	Unspecifed	NONE
USGS	06752280	460	2014-09-25 14:26:00	MDT	Yes	EIN	USGS	1.80	59.5	Fair	0.00	0.70	Clear	NONE
USGS	06752280	461	2014-10-09 08:23:00	MDT	Yes	SLH	USGS	2.17	101	Fair	0.00	0.90	Clear	NONE
USGS	06752280	462	2014-11-06 08:14:00	MST	Yes	SLH	USGS	2.63	164	Fair	0.01	0.60	Clear	NONE
USGS	06752280	463	2014-12-10 09:51:30	MST	Yes	CMB	USGS	2.21	109	Fair	0.02	0.90	Clear	NONE
USGS	06752280	464	2015-01-06 16:22:00	MST	Yes	NMK/EIN	USGS	3.19	158	Poor			IceCover	NONE
USGS	06752280	465	2015-02-12 08:49:30	MST	Yes	EIN/CDB	USGS	2.33	129	Good	0.00		Unspecifed	NONE
